,HomeTeam,AwayTeam,MW,HP,AP,Pdiff,HPOS,APOS,POSdiff,HW,AW,HD,AD,HL,AL,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTSF,ATSF,HTSTF,ATSTF,HTSC,ATSC,HTSTC,ATSTC,HPR,APR,HF5,AF5,HTHGS,ATAGS,HTHGC,ATAGC,HTHSF,ATASF,HTHSC,ATASC,HTHSTF,ATASTF,HTHSTC,ATASTC,HTHP,ATAP,HTHW,ATAW,HTHD,ATAD,HTHL,ATAL,avg_HGPG,avg_AGPG
173,Luton,Newcastle,18,0.7058823529411765,1.7058823529411764,-17,18,6,12,0.17647058823529413,0.5294117647058824,0.17647058823529413,0.11764705882352941,0.6470588235294118,0.35294117647058826,1.0588235294117647,2.1176470588235294,1.8823529411764706,1.2352941176470589,-0.8235294117647058,0.8823529411764706,10.647058823529411,14.235294117647058,2.764705882352941,5.647058823529412,17.470588235294116,12.529411764705882,5.647058823529412,4.411764705882353,0,0,3,6,1.1764705882352942,1.6470588235294117,1.6470588235294117,2.0,10.823529411764707,10.705882352941176,14.352941176470589,13.764705882352942,2.823529411764706,4.352941176470588,5.0588235294117645,5.647058823529412,0.5882352941176471,0.5882352941176471,0.11764705882352941,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.5882352941176471,0.5882352941176471,1.710982659,1.341040462
174,Nott'm Forest,Bournemouth,18,0.8235294117647058,1.2941176470588236,-8,17,12,5,0.17647058823529413,0.35294117647058826,0.29411764705882354,0.23529411764705882,0.5294117647058824,0.4117647058823529,1.0,1.411764705882353,1.7647058823529411,1.8823529411764706,-0.7647058823529411,-0.47058823529411764,10.882352941176471,12.647058823529411,3.176470588235294,5.0,13.294117647058824,15.882352941176471,4.705882352941177,5.352941176470588,1,3,1,13,1.1764705882352942,1.5294117647058822,1.2941176470588236,2.1176470588235294,12.470588235294118,11.411764705882353,11.294117647058824,17.88235294117647,3.2941176470588234,4.470588235294118,3.764705882352941,5.294117647058823,1.0588235294117647,1.1764705882352942,0.23529411764705882,0.35294117647058826,0.35294117647058826,0.11764705882352941,0.35294117647058826,0.47058823529411764,1.706896552,1.333333333
175,Tottenham,Everton,18,1.9411764705882353,1.5294117647058822,7,5,10,-5,0.5882352941176471,0.47058823529411764,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.4117647058823529,2.0588235294117645,1.2941176470588236,1.3529411764705883,1.1764705882352942,0.7058823529411765,0.11764705882352941,16.176470588235293,14.235294117647058,6.176470588235294,4.882352941176471,13.470588235294118,12.588235294117647,4.235294117647059,3.5294117647058822,3,3,4,12,1.7647058823529411,1.411764705882353,1.2941176470588236,1.2941176470588236,18.352941176470587,10.352941176470589,12.117647058823529,13.647058823529411,7.176470588235294,3.764705882352941,4.588235294117647,3.8823529411764706,1.7647058823529411,1.8823529411764706,0.5882352941176471,0.5882352941176471,0.0,0.11764705882352941,0.35294117647058826,0.23529411764705882,1.708571429,1.342857143
176,Liverpool,Arsenal,18,2.235294117647059,2.2941176470588234,-1,2,1,1,0.6470588235294118,0.7058823529411765,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.11764705882352941,2.1176470588235294,2.0588235294117645,0.8823529411764706,0.8823529411764706,1.2352941176470589,1.1764705882352942,18.470588235294116,15.823529411764707,6.0588235294117645,5.705882352941177,11.705882352941176,8.117647058823529,3.7058823529411766,2.5294117647058822,3,0,13,12,2.4705882352941178,1.5294117647058822,0.5882352941176471,0.8235294117647058,22.235294117647058,14.0,9.294117647058824,8.823529411764707,7.647058823529412,4.352941176470588,2.7058823529411766,2.4705882352941178,2.588235294117647,1.8823529411764706,0.8235294117647058,0.5882352941176471,0.11764705882352941,0.11764705882352941,0.0,0.23529411764705882,1.710227273,1.340909091
177,Wolves,Chelsea,18,1.1176470588235294,1.2941176470588236,-3,15,11,4,0.29411764705882354,0.35294117647058826,0.23529411764705882,0.23529411764705882,0.47058823529411764,0.4117647058823529,1.2352941176470589,1.6470588235294117,1.7058823529411764,1.5294117647058822,-0.47058823529411764,0.11764705882352941,11.294117647058824,13.647058823529411,3.8823529411764706,4.882352941176471,14.117647058823529,12.294117647058824,5.0,4.705882352941177,1,0,7,4,1.2941176470588236,1.5294117647058822,1.5294117647058822,1.5294117647058822,9.764705882352942,12.235294117647058,13.176470588235293,12.235294117647058,3.411764705882353,4.470588235294118,4.470588235294118,4.705882352941177,1.411764705882353,1.1764705882352942,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.11764705882352941,0.23529411764705882,0.47058823529411764,1.706214689,1.338983051
178,Newcastle,Nott'm Forest,19,1.6111111111111112,0.7777777777777778,15,6,17,-11,0.5,0.16666666666666666,0.1111111111111111,0.2777777777777778,0.3333333333333333,0.5,2.0,0.9444444444444444,1.1666666666666667,1.6666666666666667,0.8333333333333334,-0.7222222222222222,13.444444444444445,10.277777777777779,5.333333333333333,3.0,11.833333333333334,12.555555555555555,4.166666666666667,4.444444444444445,0,1,6,1,2.4444444444444446,0.7777777777777778,0.4444444444444444,2.111111111111111,16.77777777777778,8.777777777777779,10.666666666666666,14.444444444444445,6.555555555555555,2.888888888888889,3.0,5.333333333333333,2.6666666666666665,0.5555555555555556,0.8888888888888888,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.707865169,1.337078652
179,Bournemouth,Fulham,19,1.2222222222222223,1.1666666666666667,1,12,13,-1,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.3888888888888889,0.4444444444444444,1.3333333333333333,1.4444444444444444,1.7777777777777777,1.6111111111111112,-0.4444444444444444,-0.16666666666666666,11.944444444444445,10.444444444444445,4.722222222222222,4.0,15.0,12.5,5.055555555555555,5.611111111111111,3,3,13,9,0.8888888888888888,1.0,1.3333333333333333,2.2222222222222223,11.11111111111111,8.555555555555555,11.88888888888889,16.666666666666668,4.444444444444445,4.0,4.555555555555555,7.555555555555555,1.0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,1.703910615,1.346368715
180,Sheffield United,Luton,19,0.5,0.8333333333333334,-6,20,17,3,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.7222222222222222,0.6111111111111112,0.7222222222222222,1.1666666666666667,2.4444444444444446,1.8888888888888888,-1.7222222222222223,-0.7222222222222222,8.166666666666666,10.722222222222221,2.5555555555555554,2.8333333333333335,17.666666666666668,17.666666666666668,7.166666666666667,5.666666666666667,0,3,3,6,0.8888888888888888,0.7777777777777778,2.3333333333333335,2.0,9.333333333333334,8.11111111111111,18.22222222222222,17.77777777777778,3.0,2.0,7.666666666666667,5.666666666666667,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.6666666666666666,1.711111111,1.338888889
181,Burnley,Liverpool,19,0.6111111111111112,2.1666666666666665,-28,19,2,17,0.16666666666666666,0.6111111111111112,0.1111111111111111,0.3333333333333333,0.7222222222222222,0.05555555555555555,1.0,2.0555555555555554,2.0,0.8888888888888888,-1.0,1.1666666666666667,10.61111111111111,18.166666666666668,3.2777777777777777,5.888888888888889,14.555555555555555,11.777777777777779,5.833333333333333,3.611111111111111,0,1,4,11,1.1111111111111112,1.6666666666666667,2.4444444444444446,1.1111111111111112,12.666666666666666,13.88888888888889,11.444444444444445,13.333333333333334,3.6666666666666665,4.222222222222222,5.333333333333333,4.444444444444445,0.3333333333333333,1.7777777777777777,0.1111111111111111,0.4444444444444444,0.0,0.4444444444444444,0.8888888888888888,0.1111111111111111,1.712707182,1.348066298
182,Man United,Aston Villa,19,1.5555555555555556,2.1666666666666665,-11,8,3,5,0.5,0.6666666666666666,0.05555555555555555,0.16666666666666666,0.4444444444444444,0.16666666666666666,1.0,2.111111111111111,1.2777777777777777,1.2222222222222223,-0.2777777777777778,0.8888888888888888,14.444444444444445,14.666666666666666,4.333333333333333,5.333333333333333,15.722222222222221,9.88888888888889,5.055555555555555,4.111111111111111,1,3,7,13,1.1111111111111112,1.3333333333333333,1.5555555555555556,1.7777777777777777,17.444444444444443,14.222222222222221,12.777777777777779,11.444444444444445,5.222222222222222,4.666666666666667,4.888888888888889,5.222222222222222,1.6666666666666667,1.5555555555555556,0.5555555555555556,0.4444444444444444,0.0,0.2222222222222222,0.4444444444444444,0.3333333333333333,1.703296703,1.351648352
183,Brentford,Wolves,19,1.0555555555555556,1.2222222222222223,-3,15,13,2,0.2777777777777778,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.5,0.4444444444444444,1.3888888888888888,1.2777777777777777,1.5555555555555556,1.6666666666666667,-0.16666666666666666,-0.3888888888888889,13.722222222222221,11.444444444444445,4.333333333333333,4.0,13.11111111111111,14.222222222222221,4.222222222222222,5.0,0,0,3,4,1.7777777777777777,1.1111111111111112,1.5555555555555556,1.7777777777777777,15.0,12.11111111111111,13.11111111111111,14.222222222222221,4.666666666666667,4.111111111111111,3.888888888888889,5.222222222222222,1.3333333333333333,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666666,1.710382514,1.355191257
184,Chelsea,Crystal Palace,19,1.2222222222222223,1.0,4,12,16,-4,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.4444444444444444,1.6111111111111112,1.0,1.5555555555555556,1.4444444444444444,0.05555555555555555,-0.4444444444444444,13.777777777777779,11.666666666666666,4.888888888888889,3.9444444444444446,12.38888888888889,12.833333333333334,4.777777777777778,4.0,3,1,6,2,1.6666666666666667,1.1111111111111112,1.4444444444444444,1.4444444444444444,14.222222222222221,11.555555555555555,11.666666666666666,13.11111111111111,5.0,4.0,4.444444444444445,4.222222222222222,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.706521739,1.369565217
185,Everton,Man City,19,1.4444444444444444,2.0555555555555554,-11,10,4,6,0.4444444444444444,0.6111111111111112,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.16666666666666666,1.2777777777777777,2.388888888888889,1.2222222222222223,1.1666666666666667,0.05555555555555555,1.2222222222222223,14.444444444444445,16.333333333333332,5.055555555555555,6.833333333333333,12.61111111111111,8.0,3.6666666666666665,2.9444444444444446,3,1,12,6,1.1111111111111112,2.0,1.0,1.2222222222222223,17.11111111111111,17.666666666666668,10.88888888888889,9.222222222222221,5.666666666666667,7.666666666666667,3.0,3.3333333333333335,1.1111111111111112,1.7777777777777777,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.3333333333333333,1.708108108,1.367567568
186,Brighton,Tottenham,19,1.5,2.0,-9,9,5,4,0.3888888888888889,0.6111111111111112,0.3333333333333333,0.16666666666666666,0.2777777777777778,0.2222222222222222,1.8888888888888888,2.0555555555555554,1.7222222222222223,1.3333333333333333,0.16666666666666666,0.7222222222222222,15.11111111111111,16.0,6.166666666666667,6.166666666666667,12.277777777777779,13.722222222222221,4.277777777777778,4.444444444444445,0,3,7,7,2.0,2.2222222222222223,1.3333333333333333,1.3333333333333333,18.88888888888889,13.222222222222221,9.88888888888889,14.0,7.333333333333333,4.888888888888889,3.0,3.6666666666666665,1.7777777777777777,2.0,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.1111111111111111,1.704301075,1.376344086
187,Arsenal,West Ham,19,2.2222222222222223,1.6666666666666667,10,1,6,-5,0.6666666666666666,0.5,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.3333333333333333,2.0,1.7222222222222223,0.8888888888888888,1.6666666666666667,1.1111111111111112,0.05555555555555555,15.666666666666666,11.666666666666666,5.5,4.055555555555555,8.38888888888889,15.666666666666666,2.5555555555555554,5.277777777777778,3,3,12,10,2.4444444444444446,1.5555555555555556,0.8888888888888888,2.2222222222222223,16.666666666666668,11.666666666666666,7.0,17.333333333333332,6.666666666666667,3.5555555555555554,2.4444444444444446,6.0,2.5555555555555554,1.4444444444444444,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,0.4444444444444444,1.71657754,1.379679144
188,Luton,Chelsea,20,0.7894736842105263,1.1578947368421053,-7,17,12,5,0.21052631578947367,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.5789473684210527,0.42105263157894735,1.105263157894737,1.5263157894736843,1.7894736842105263,1.4736842105263157,-0.6842105263157895,0.05263157894736842,10.157894736842104,13.052631578947368,2.6842105263157894,4.631578947368421,16.736842105263158,11.736842105263158,5.368421052631579,4.526315789473684,3,3,6,6,1.1578947368421053,1.4736842105263157,1.4736842105263157,1.5789473684210527,11.368421052631579,12.631578947368421,14.421052631578947,12.421052631578947,3.0526315789473686,4.526315789473684,4.7368421052631575,4.842105263157895,0.8421052631578947,1.0526315789473684,0.21052631578947367,0.3157894736842105,0.21052631578947367,0.10526315789473684,0.5263157894736842,0.5263157894736842,1.707446809,1.382978723
189,Aston Villa,Burnley,20,2.0526315789473686,0.5789473684210527,28,3,19,-16,0.631578947368421,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.6842105263157895,2.0,0.9473684210526315,1.1578947368421053,1.894736842105263,0.8421052631578947,-0.9473684210526315,13.894736842105264,10.052631578947368,5.052631578947368,3.1052631578947367,9.368421052631579,13.789473684210526,3.8947368421052633,5.526315789473684,3,0,13,4,2.736842105263158,0.8421052631578947,0.631578947368421,1.4736842105263157,14.31578947368421,8.105263157894736,7.894736842105263,16.736842105263158,5.684210526315789,2.736842105263158,2.8421052631578947,6.0,2.6315789473684212,0.8421052631578947,0.8421052631578947,0.21052631578947367,0.10526315789473684,0.21052631578947367,0.0,0.5263157894736842,1.708994709,1.391534392
190,Crystal Palace,Brentford,20,0.9473684210526315,1.0,-1,16,15,1,0.21052631578947367,0.2631578947368421,0.3157894736842105,0.21052631578947367,0.47368421052631576,0.5263157894736842,1.0,1.368421052631579,1.4736842105263157,1.631578947368421,-0.47368421052631576,-0.2631578947368421,11.736842105263158,13.473684210526315,4.0,4.315789473684211,12.631578947368421,13.105263157894736,4.0,4.315789473684211,1,0,3,3,0.8421052631578947,0.8421052631578947,1.368421052631579,1.0526315789473684,11.157894736842104,10.31578947368421,11.894736842105264,11.263157894736842,3.6842105263157894,3.3684210526315788,3.5789473684210527,3.789473684210526,0.631578947368421,0.7368421052631579,0.10526315789473684,0.21052631578947367,0.3157894736842105,0.10526315789473684,0.5263157894736842,0.5263157894736842,1.715789474,1.394736842
191,Man City,Sheffield United,20,2.1052631578947367,0.47368421052631576,31,2,20,-18,0.631578947368421,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.7368421052631579,2.3684210526315788,0.7894736842105263,1.105263157894737,2.473684210526316,1.263157894736842,-1.6842105263157894,16.42105263157895,8.842105263157896,6.684210526315789,2.736842105263158,7.7894736842105265,17.36842105263158,2.8947368421052633,7.0,3,1,8,4,2.3157894736842106,0.5263157894736842,0.9473684210526315,2.4210526315789473,11.789473684210526,6.631578947368421,5.684210526315789,16.210526315789473,4.7368421052631575,2.0,2.210526315789474,6.315789473684211,1.894736842105263,0.21052631578947367,0.5263157894736842,0.0,0.3157894736842105,0.21052631578947367,0.0,0.7368421052631579,1.722513089,1.392670157
192,Wolves,Everton,20,1.3157894736842106,1.368421052631579,-1,12,10,2,0.3684210526315789,0.42105263157894735,0.21052631578947367,0.10526315789473684,0.42105263157894735,0.47368421052631576,1.4210526315789473,1.263157894736842,1.631578947368421,1.3157894736842106,-0.21052631578947367,-0.05263157894736842,11.421052631578947,14.052631578947368,4.052631578947368,4.894736842105263,14.210526315789474,13.157894736842104,4.947368421052632,3.9473684210526314,3,0,7,12,1.368421052631579,1.368421052631579,1.4736842105263157,1.368421052631579,10.210526315789474,11.157894736842104,13.473684210526315,13.578947368421053,3.6842105263157894,4.2105263157894735,4.526315789473684,4.105263157894737,1.5789473684210527,1.6842105263157894,0.42105263157894735,0.5263157894736842,0.3157894736842105,0.10526315789473684,0.21052631578947367,0.3157894736842105,1.723958333,1.385416667
193,Nott'm Forest,Man United,20,0.8947368421052632,1.631578947368421,-14,17,7,10,0.21052631578947367,0.5263157894736842,0.2631578947368421,0.05263157894736842,0.5263157894736842,0.42105263157894735,1.1578947368421053,1.105263157894737,1.7894736842105263,1.3157894736842106,-0.631578947368421,-0.21052631578947367,11.105263157894736,14.368421052631579,3.4210526315789473,4.473684210526316,13.842105263157896,15.421052631578947,4.947368421052632,5.0,0,0,1,4,1.263157894736842,0.8421052631578947,1.4736842105263157,0.9473684210526315,12.31578947368421,10.842105263157896,12.0,17.68421052631579,3.473684210526316,3.263157894736842,4.105263157894737,4.947368421052632,0.9473684210526315,1.368421052631579,0.21052631578947367,0.42105263157894735,0.3157894736842105,0.10526315789473684,0.42105263157894735,0.42105263157894735,1.730569948,1.378238342
194,Fulham,Arsenal,20,1.105263157894737,2.1052631578947367,-19,14,3,11,0.3157894736842105,0.631578947368421,0.15789473684210525,0.21052631578947367,0.5263157894736842,0.15789473684210525,1.368421052631579,1.894736842105263,1.7894736842105263,0.9473684210526315,-0.42105263157894735,0.9473684210526315,11.31578947368421,16.42105263157895,4.2105263157894735,5.631578947368421,13.052631578947368,8.263157894736842,5.631578947368421,2.5789473684210527,0,1,6,10,1.7894736842105263,1.4736842105263157,1.1578947368421053,0.8421052631578947,13.68421052631579,13.894736842105264,8.631578947368421,9.263157894736842,4.315789473684211,4.105263157894737,3.6842105263157894,2.526315789473684,1.5789473684210527,1.7894736842105263,0.5263157894736842,0.5263157894736842,0.0,0.21052631578947367,0.42105263157894735,0.21052631578947367,1.731958763,1.37628866
195,Tottenham,Bournemouth,20,1.894736842105263,1.3157894736842106,11,5,13,-8,0.5789473684210527,0.3684210526315789,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.42105263157894735,2.0526315789473686,1.4736842105263157,1.4736842105263157,1.8421052631578947,0.5789473684210527,-0.3684210526315789,16.157894736842106,13.421052631578947,6.0,4.894736842105263,13.789473684210526,15.263157894736842,4.684210526315789,5.2631578947368425,3,3,10,13,1.7894736842105263,1.6842105263157894,1.263157894736842,2.1052631578947367,17.789473684210527,12.105263157894736,12.736842105263158,17.157894736842106,7.052631578947368,4.7368421052631575,4.947368421052632,5.2631578947368425,1.894736842105263,1.368421052631579,0.631578947368421,0.42105263157894735,0.0,0.10526315789473684,0.3157894736842105,0.42105263157894735,1.733333333,1.374358974
196,Liverpool,Newcastle,20,2.210526315789474,1.5263157894736843,13,1,9,-8,0.631578947368421,0.47368421052631576,0.3157894736842105,0.10526315789473684,0.05263157894736842,0.42105263157894735,2.0526315789473686,1.9473684210526316,0.8421052631578947,1.3157894736842106,1.2105263157894737,0.631578947368421,18.210526315789473,14.526315789473685,6.105263157894737,5.526315789473684,11.631578947368421,12.842105263157896,3.4210526315789473,4.526315789473684,1,0,11,6,2.3157894736842106,1.4736842105263157,0.631578947368421,1.894736842105263,21.263157894736842,11.157894736842104,9.68421052631579,14.0,7.157894736842105,4.105263157894737,2.6315789473684212,5.578947368421052,2.4210526315789473,0.5263157894736842,0.7368421052631579,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.0,0.631578947368421,1.739795918,1.37244898
197,West Ham,Brighton,20,1.736842105263158,1.5789473684210527,3,6,8,-2,0.5263157894736842,0.42105263157894735,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.2631578947368421,1.736842105263158,2.0,1.5789473684210527,1.736842105263158,0.15789473684210525,0.2631578947368421,11.368421052631579,15.105263157894736,4.0,6.315789473684211,16.42105263157895,12.631578947368421,5.421052631578948,4.2105263157894735,3,1,10,5,1.7894736842105263,1.6842105263157894,1.0526315789473684,2.0,11.052631578947368,10.736842105263158,13.263157894736842,13.894736842105264,4.315789473684211,4.7368421052631575,4.315789473684211,5.2631578947368425,1.7894736842105263,1.1578947368421053,0.5263157894736842,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.42105263157894735,1.751269036,1.375634518
198,Burnley,Luton,21,0.55,0.75,-4,19,18,1,0.15,0.2,0.1,0.15,0.7,0.6,0.9,1.15,1.9,1.85,-1.0,-0.7,10.0,10.4,2.95,2.85,14.05,16.5,5.75,5.5,3,3,7,6,1.0,1.0,2.4,2.0,12.3,8.5,12.2,18.1,3.3,2.2,5.8,5.7,0.3,0.7,0.1,0.2,0.0,0.1,0.9,0.6,1.742424242,1.368686869
199,Chelsea,Fulham,21,1.25,1.05,4,11,14,-3,0.35,0.3,0.2,0.15,0.4,0.5,1.55,1.3,1.45,1.7,0.1,-0.4,12.85,10.75,4.6,4.0,11.8,12.4,4.55,5.35,0,0,6,6,1.7,0.9,1.4,2.3,13.7,8.5,11.8,16.6,4.9,3.9,4.5,7.2,1.5,0.6,0.4,0.1,0.3,0.3,0.3,0.6,1.733668342,1.361809045
200,Newcastle,Man City,21,1.45,2.05,-12,9,3,6,0.45,0.6,0.1,0.25,0.45,0.15,1.95,2.25,1.45,1.05,0.5,1.2,14.05,15.6,5.4,6.35,13.9,7.4,5.05,2.75,0,3,3,10,2.3,2.1,0.7,1.2,17.0,18.2,11.1,9.0,6.6,7.8,3.3,3.2,2.4,1.9,0.8,0.6,0.0,0.1,0.2,0.3,1.725,1.355
201,Everton,Aston Villa,21,1.3,2.1,-16,12,2,10,0.4,0.65,0.1,0.15,0.5,0.2,1.2,2.15,1.4,1.35,-0.2,0.8,13.85,14.65,4.65,5.35,13.1,10.0,4.05,4.3,0,0,9,10,1.1,1.4,1.2,1.9,16.1,13.8,12.1,11.6,5.3,4.6,3.6,5.4,1.0,1.4,0.3,0.4,0.1,0.2,0.6,0.4,1.71641791,1.348258706
202,Man United,Tottenham,21,1.55,1.95,-8,8,5,3,0.5,0.6,0.05,0.15,0.45,0.25,1.1,2.1,1.35,1.45,-0.25,0.65,14.15,15.95,4.5,6.0,15.05,14.3,4.85,4.65,3,0,7,9,1.3,2.2,1.6,1.6,17.0,13.8,12.5,14.1,5.4,4.7,4.8,4.2,1.8,1.8,0.6,0.5,0.0,0.3,0.4,0.2,1.707920792,1.341584158
203,Arsenal,Crystal Palace,21,2.0,1.05,19,4,15,-11,0.6,0.25,0.2,0.3,0.2,0.45,1.85,1.1,1.0,1.45,0.85,-0.35,16.25,11.8,5.5,4.1,8.6,12.45,2.65,4.0,0,0,7,2,2.2,1.1,1.0,1.5,18.0,11.7,6.9,12.7,6.8,4.1,2.5,4.2,2.3,1.2,0.7,0.3,0.2,0.3,0.1,0.4,1.699507389,1.334975369
204,Brentford,Nott'm Forest,21,1.0,1.0,0,16,17,-1,0.25,0.25,0.25,0.25,0.5,0.5,1.3,1.2,1.55,1.75,-0.25,-0.55,12.8,10.95,4.1,3.35,12.45,13.65,4.1,4.95,0,3,0,4,1.7,1.0,1.8,2.0,14.9,9.4,12.9,14.9,4.6,3.2,4.0,5.5,1.2,0.8,0.3,0.2,0.3,0.2,0.4,0.6,1.691176471,1.328431373
205,Sheffield United,West Ham,21,0.45,1.7,-25,20,6,14,0.1,0.5,0.15,0.2,0.75,0.3,0.75,1.65,2.45,1.5,-1.7,0.15,8.6,11.1,2.7,3.9,17.4,16.7,6.85,5.55,0,3,4,12,1.0,1.6,2.4,2.0,10.5,11.1,17.6,18.6,3.3,3.5,7.3,6.2,0.7,1.6,0.2,0.5,0.1,0.1,0.7,0.4,1.682926829,1.32195122
206,Bournemouth,Liverpool,21,1.3,2.25,-19,13,1,12,0.35,0.65,0.25,0.3,0.4,0.05,1.4,2.15,1.75,0.9,-0.35,1.25,12.75,19.0,4.65,6.55,14.5,11.3,5.0,3.4,0,3,12,11,1.1,1.7,1.2,1.0,11.6,14.4,11.5,12.9,4.4,4.8,4.4,4.0,1.2,1.9,0.3,0.5,0.3,0.4,0.3,0.1,1.674757282,1.315533981
207,Brighton,Wolves,21,1.55,1.4,3,7,11,-4,0.4,0.4,0.35,0.2,0.25,0.4,1.9,1.5,1.65,1.55,0.25,-0.05,15.45,11.45,6.4,4.15,12.3,14.0,4.1,4.7,3,3,8,10,2.2,1.4,1.4,1.7,18.5,12.0,10.8,14.2,7.5,4.2,3.0,5.1,1.9,1.0,0.5,0.3,0.4,0.1,0.1,0.6,1.666666667,1.309178744
